node_id,attribute,value,k,group_fairness_score
1023, gender,1,3,0.5
1023, gender,1,4,0.5
1024, gender,0,1,-0.5
1024, gender,0,2,0.0
1024, gender,0,3,0.16666666666666669
1024, gender,0,4,0.25
1024, gender,1,1,0.5
1024, gender,1,2,0.0
1024, gender,1,3,-0.16666666666666663
1024, gender,1,4,-0.25
1025, gender,0,1,0.5
1025, gender,0,2,0.0
1025, gender,0,3,0.16666666666666669
1025, gender,0,4,0.0
1025, gender,1,1,-0.5
1025, gender,1,2,0.0
1025, gender,1,3,-0.16666666666666663
1025, gender,1,4,0.0
1026, gender,0,1,0.5
1026, gender,0,2,0.5
1026, gender,0,3,0.16666666666666669
1026, gender,0,4,0.0
1026, gender,1,1,-0.5
1026, gender,1,2,-0.5
1026, gender,1,3,-0.16666666666666663
1026, gender,1,4,0.0
1027, gender,0,1,0.5
1027, gender,0,2,0.0
1027, gender,0,3,-0.16666666666666663
1027, gender,0,4,0.0
1027, gender,1,1,-0.5
1027, gender,1,2,0.0
1027, gender,1,3,0.16666666666666669
1027, gender,1,4,0.0
1028, gender,0,1,0.5
1028, gender,0,2,0.5
1028, gender,0,3,0.5
1028, gender,0,4,0.25
1028, gender,1,1,-0.5
1028, gender,1,2,-0.5
1028, gender,1,3,-0.5
1028, gender,1,4,-0.25
1029, gender,0,1,-0.5
1029, gender,0,2,-0.5
1029, gender,0,3,-0.5
1029, gender,0,4,-0.25
1029, gender,1,1,0.5
1029, gender,1,2,0.5
1029, gender,1,3,0.5
1029, gender,1,4,0.25
1030, gender,0,1,-0.5
1030, gender,0,2,-0.5
1030, gender,0,3,-0.5
1030, gender,0,4,-0.5
1030, gender,1,1,0.5
1030, gender,1,2,0.5
1030, gender,1,3,0.5
1030, gender,1,4,0.5
1031, gender,0,1,0.5
1031, gender,0,2,0.0
1031, gender,0,3,-0.16666666666666663
1031, gender,0,4,-0.25
1031, gender,1,1,-0.5
1031, gender,1,2,0.0
1031, gender,1,3,0.16666666666666669
1031, gender,1,4,0.25
1032, gender,0,1,-0.5
1032, gender,0,2,-0.5
1032, gender,0,3,-0.5
1032, gender,0,4,-0.5
1032, gender,1,1,0.5
1032, gender,1,2,0.5
1032, gender,1,3,0.5
1032, gender,1,4,0.5
1033, gender,0,1,0.5
1033, gender,0,2,0.0
1033, gender,0,3,-0.16666666666666663
1033, gender,0,4,-0.25
1033, gender,1,1,-0.5
1033, gender,1,2,0.0
1033, gender,1,3,0.16666666666666669
1033, gender,1,4,0.25
1034, gender,0,1,-0.5
1034, gender,0,2,-0.5
1034, gender,0,3,-0.5
1034, gender,0,4,-0.25
1034, gender,1,1,0.5
1034, gender,1,2,0.5
1034, gender,1,3,0.5
1034, gender,1,4,0.25
1035, gender,0,1,-0.5
1035, gender,0,2,0.0
1035, gender,0,3,0.16666666666666669
1035, gender,0,4,0.25
1035, gender,1,1,0.5
1035, gender,1,2,0.0
1035, gender,1,3,-0.16666666666666663
1035, gender,1,4,-0.25
1036, gender,0,1,0.5
1036, gender,0,2,0.0
1036, gender,0,3,-0.16666666666666663
1036, gender,0,4,0.0
1036, gender,1,1,-0.5
1036, gender,1,2,0.0
1036, gender,1,3,0.16666666666666669
1036, gender,1,4,0.0
1037, gender,0,1,-0.5
1037, gender,0,2,-0.5
1037, gender,0,3,-0.16666666666666663
1037, gender,0,4,-0.25
1037, gender,1,1,0.5
1037, gender,1,2,0.5
1037, gender,1,3,0.16666666666666669
1037, gender,1,4,0.25
1038, gender,0,1,-0.5
1038, gender,0,2,-0.5
1038, gender,0,3,-0.5
1038, gender,0,4,-0.25
1038, gender,1,1,0.5
1038, gender,1,2,0.5
1038, gender,1,3,0.5
1038, gender,1,4,0.25
1039, gender,0,1,0.5
1039, gender,0,2,0.0
1039, gender,0,3,-0.16666666666666663
1039, gender,0,4,0.0
1039, gender,1,1,-0.5
1039, gender,1,2,0.0
1039, gender,1,3,0.16666666666666669
1039, gender,1,4,0.0
1040, gender,0,1,0.5
1040, gender,0,2,0.0
1040, gender,0,3,0.16666666666666669
1040, gender,0,4,0.25
1040, gender,1,1,-0.5
1040, gender,1,2,0.0
1040, gender,1,3,-0.16666666666666663
1040, gender,1,4,-0.25
1041, gender,0,1,0.5
1041, gender,0,2,0.0
1041, gender,0,3,-0.16666666666666663
1041, gender,0,4,-0.25
1041, gender,1,1,-0.5
1041, gender,1,2,0.0
1041, gender,1,3,0.16666666666666669
1041, gender,1,4,0.25
1042, gender,0,1,0.5
1042, gender,0,2,0.5
1042, gender,0,3,0.16666666666666669
1042, gender,0,4,0.25
1042, gender,1,1,-0.5
1042, gender,1,2,-0.5
1042, gender,1,3,-0.16666666666666663
1042, gender,1,4,-0.25
1043, gender,0,1,-0.5
1043, gender,0,2,0.0
1043, gender,0,3,0.16666666666666669
1043, gender,0,4,0.25
1043, gender,1,1,0.5
1043, gender,1,2,0.0
1043, gender,1,3,-0.16666666666666663
1043, gender,1,4,-0.25
1044, gender,0,1,-0.5
1044, gender,0,2,-0.5
1044, gender,0,3,-0.5
1044, gender,0,4,-0.25
1044, gender,1,1,0.5
1044, gender,1,2,0.5
1044, gender,1,3,0.5
1044, gender,1,4,0.25
1045, gender,0,1,0.5
1045, gender,0,2,0.0
1045, gender,0,3,0.16666666666666669
1045, gender,0,4,0.25
1045, gender,1,1,-0.5
1045, gender,1,2,0.0
1045, gender,1,3,-0.16666666666666663
1045, gender,1,4,-0.25
1046, gender,0,1,-0.5
1046, gender,0,2,-0.5
1046, gender,0,3,-0.5
1046, gender,0,4,-0.25
1046, gender,1,1,0.5
1046, gender,1,2,0.5
1046, gender,1,3,0.5
1046, gender,1,4,0.25
1047, gender,0,1,-0.5
1047, gender,0,2,-0.5
1047, gender,0,3,-0.5
1047, gender,0,4,-0.25
1047, gender,1,1,0.5
1047, gender,1,2,0.5
1047, gender,1,3,0.5
1047, gender,1,4,0.25
1048, gender,0,1,-0.5
1048, gender,0,2,-0.5
1048, gender,0,3,-0.16666666666666663
1048, gender,0,4,0.0
1048, gender,1,1,0.5
1048, gender,1,2,0.5
1048, gender,1,3,0.16666666666666669
1048, gender,1,4,0.0
1049, gender,0,1,-0.5
1049, gender,0,2,-0.5
1049, gender,0,3,-0.5
1049, gender,0,4,-0.5
1049, gender,1,1,0.5
1049, gender,1,2,0.5
1049, gender,1,3,0.5
1049, gender,1,4,0.5
1050, gender,0,1,0.5
1050, gender,0,2,0.0
1050, gender,0,3,0.16666666666666669
1050, gender,0,4,0.25
1050, gender,1,1,-0.5
1050, gender,1,2,0.0
1050, gender,1,3,-0.16666666666666663
1050, gender,1,4,-0.25
1051, gender,0,1,0.5
1051, gender,0,2,0.0
1051, gender,0,3,-0.16666666666666663
1051, gender,0,4,-0.25
1051, gender,1,1,-0.5
1051, gender,1,2,0.0
1051, gender,1,3,0.16666666666666669
1051, gender,1,4,0.25
1052, gender,0,1,-0.5
1052, gender,0,2,0.0
1052, gender,0,3,0.16666666666666669
1052, gender,0,4,0.0
1052, gender,1,1,0.5
1052, gender,1,2,0.0
1052, gender,1,3,-0.16666666666666663
1052, gender,1,4,0.0
1053, gender,0,1,-0.5
1053, gender,0,2,-0.5
1053, gender,0,3,-0.16666666666666663
1053, gender,0,4,0.0
1053, gender,1,1,0.5
1053, gender,1,2,0.5
1053, gender,1,3,0.16666666666666669
1053, gender,1,4,0.0
1054, gender,0,1,-0.5
1054, gender,0,2,0.0
1054, gender,0,3,-0.16666666666666663
1054, gender,0,4,-0.25
1054, gender,1,1,0.5
1054, gender,1,2,0.0
1054, gender,1,3,0.16666666666666669
1054, gender,1,4,0.25
1055, gender,0,1,-0.5
1055, gender,0,2,-0.5
1055, gender,0,3,-0.16666666666666663
1055, gender,0,4,-0.25
1055, gender,1,1,0.5
1055, gender,1,2,0.5
1055, gender,1,3,0.16666666666666669
1055, gender,1,4,0.25
1056, gender,0,1,0.5
1056, gender,0,2,0.0
1056, gender,0,3,-0.16666666666666663
1056, gender,0,4,0.0
1056, gender,1,1,-0.5
1056, gender,1,2,0.0
1056, gender,1,3,0.16666666666666669
1056, gender,1,4,0.0
1057, gender,0,1,-0.5
1057, gender,0,2,0.0
1057, gender,0,3,0.16666666666666669
1057, gender,0,4,0.0
1057, gender,1,1,0.5
1057, gender,1,2,0.0
1057, gender,1,3,-0.16666666666666663
1057, gender,1,4,0.0
1058, gender,0,1,0.5
1058, gender,0,2,0.0
1058, gender,0,3,-0.16666666666666663
1058, gender,0,4,-0.25
1058, gender,1,1,-0.5
1058, gender,1,2,0.0
1058, gender,1,3,0.16666666666666669
1058, gender,1,4,0.25
1059, gender,0,1,-0.5
1059, gender,0,2,-0.5
1059, gender,0,3,-0.16666666666666663
1059, gender,0,4,0.0
1059, gender,1,1,0.5
1059, gender,1,2,0.5
1059, gender,1,3,0.16666666666666669
1059, gender,1,4,0.0
1060, gender,0,1,0.5
1060, gender,0,2,0.5
1060, gender,0,3,0.16666666666666669
1060, gender,0,4,0.25
1060, gender,1,1,-0.5
1060, gender,1,2,-0.5
1060, gender,1,3,-0.16666666666666663
1060, gender,1,4,-0.25
1061, gender,0,1,-0.5
1061, gender,0,2,-0.5
1061, gender,0,3,-0.16666666666666663
1061, gender,0,4,-0.25
1061, gender,1,1,0.5
1061, gender,1,2,0.5
1061, gender,1,3,0.16666666666666669
1061, gender,1,4,0.25
1062, gender,0,1,-0.5
1062, gender,0,2,0.0
1062, gender,0,3,-0.16666666666666663
1062, gender,0,4,-0.25
1062, gender,1,1,0.5
1062, gender,1,2,0.0
1062, gender,1,3,0.16666666666666669
1062, gender,1,4,0.25
1063, gender,0,1,0.5
1063, gender,0,2,0.5
1063, gender,0,3,0.16666666666666669
1063, gender,0,4,0.0
1063, gender,1,1,-0.5
1063, gender,1,2,-0.5
1063, gender,1,3,-0.16666666666666663
1063, gender,1,4,0.0
1064, gender,0,1,0.5
1064, gender,0,2,0.0
1064, gender,0,3,0.16666666666666669
1064, gender,0,4,0.0
1064, gender,1,1,-0.5
1064, gender,1,2,0.0
1064, gender,1,3,-0.16666666666666663
1064, gender,1,4,0.0
1065, gender,0,1,-0.5
1065, gender,0,2,-0.5
1065, gender,0,3,-0.5
1065, gender,0,4,-0.25
1065, gender,1,1,0.5
1065, gender,1,2,0.5
1065, gender,1,3,0.5
1065, gender,1,4,0.25
1066, gender,0,1,0.5
1066, gender,0,2,0.0
1066, gender,0,3,0.16666666666666669
1066, gender,0,4,0.0
1066, gender,1,1,-0.5
1066, gender,1,2,0.0
1066, gender,1,3,-0.16666666666666663
1066, gender,1,4,0.0
1067, gender,0,1,-0.5
1067, gender,0,2,-0.5
1067, gender,0,3,-0.5
1067, gender,0,4,-0.25
1067, gender,1,1,0.5
1067, gender,1,2,0.5
1067, gender,1,3,0.5
1067, gender,1,4,0.25
1068, gender,0,1,-0.5
1068, gender,0,2,0.0
1068, gender,0,3,-0.16666666666666663
1068, gender,0,4,-0.25
1068, gender,1,1,0.5
1068, gender,1,2,0.0
1068, gender,1,3,0.16666666666666669
1068, gender,1,4,0.25
1069, gender,0,1,-0.5
1069, gender,0,2,-0.5
1069, gender,0,3,-0.5
1069, gender,0,4,-0.5
1069, gender,1,1,0.5
1069, gender,1,2,0.5
1069, gender,1,3,0.5
1069, gender,1,4,0.5
1070, gender,0,1,-0.5
1070, gender,0,2,0.0
1070, gender,0,3,-0.16666666666666663
1070, gender,0,4,0.0
1070, gender,1,1,0.5
1070, gender,1,2,0.0
1070, gender,1,3,0.16666666666666669
1070, gender,1,4,0.0
1071, gender,0,1,0.5
1071, gender,0,2,0.5
1071, gender,0,3,0.16666666666666669
1071, gender,0,4,0.0
1071, gender,1,1,-0.5
1071, gender,1,2,-0.5
1071, gender,1,3,-0.16666666666666663
1071, gender,1,4,0.0
1072, gender,0,1,-0.5
1072, gender,0,2,-0.5
1072, gender,0,3,-0.5
1072, gender,0,4,-0.5
1072, gender,1,1,0.5
1072, gender,1,2,0.5
1072, gender,1,3,0.5
1072, gender,1,4,0.5
1073, gender,0,1,-0.5
1073, gender,0,2,0.0
1073, gender,0,3,0.16666666666666669
1073, gender,0,4,0.0
1073, gender,1,1,0.5
1073, gender,1,2,0.0
1073, gender,1,3,-0.16666666666666663
1073, gender,1,4,0.0
1074, gender,0,1,-0.5
1074, gender,0,2,-0.5
1074, gender,0,3,-0.16666666666666663
1074, gender,0,4,-0.25
1074, gender,1,1,0.5
1074, gender,1,2,0.5
1074, gender,1,3,0.16666666666666669
1074, gender,1,4,0.25
1075, gender,0,1,0.5
1075, gender,0,2,0.5
1075, gender,0,3,0.5
1075, gender,0,4,0.25
1075, gender,1,1,-0.5
1075, gender,1,2,-0.5
1075, gender,1,3,-0.5
1075, gender,1,4,-0.25
1076, gender,0,1,0.5
1076, gender,0,2,0.0
1076, gender,0,3,-0.16666666666666663
1076, gender,0,4,-0.25
1076, gender,1,1,-0.5
1076, gender,1,2,0.0
1076, gender,1,3,0.16666666666666669
1076, gender,1,4,0.25
1077, gender,0,1,0.5
1077, gender,0,2,0.5
1077, gender,0,3,0.16666666666666669
1077, gender,0,4,0.0
1077, gender,1,1,-0.5
1077, gender,1,2,-0.5
1077, gender,1,3,-0.16666666666666663
1077, gender,1,4,0.0
1078, gender,0,1,-0.5
1078, gender,0,2,-0.5
1078, gender,0,3,-0.5
1078, gender,0,4,-0.25
1078, gender,1,1,0.5
1078, gender,1,2,0.5
1078, gender,1,3,0.5
1078, gender,1,4,0.25
1079, gender,0,1,-0.5
1079, gender,0,2,0.0
1079, gender,0,3,-0.16666666666666663
1079, gender,0,4,0.0
1079, gender,1,1,0.5
1079, gender,1,2,0.0
1079, gender,1,3,0.16666666666666669
1079, gender,1,4,0.0
1080, gender,0,1,-0.5
1080, gender,0,2,-0.5
1080, gender,0,3,-0.16666666666666663
1080, gender,0,4,0.0
1080, gender,1,1,0.5
1080, gender,1,2,0.5
1080, gender,1,3,0.16666666666666669
1080, gender,1,4,0.0
1081, gender,0,1,-0.5
1081, gender,0,2,-0.5
1081, gender,0,3,-0.5
1081, gender,0,4,-0.5
1081, gender,1,1,0.5
1081, gender,1,2,0.5
1081, gender,1,3,0.5
1081, gender,1,4,0.5
1082, gender,0,1,0.5
1082, gender,0,2,0.0
1082, gender,0,3,0.16666666666666669
1082, gender,0,4,0.25
1082, gender,1,1,-0.5
1082, gender,1,2,0.0
1082, gender,1,3,-0.16666666666666663
1082, gender,1,4,-0.25
1083, gender,0,1,-0.5
1083, gender,0,2,0.0
1083, gender,0,3,-0.16666666666666663
1083, gender,0,4,0.0
1083, gender,1,1,0.5
1083, gender,1,2,0.0
1083, gender,1,3,0.16666666666666669
1083, gender,1,4,0.0
1084, gender,0,1,0.5
1084, gender,0,2,0.5
1084, gender,0,3,0.5
1084, gender,0,4,0.25
1084, gender,1,1,-0.5
1084, gender,1,2,-0.5
1084, gender,1,3,-0.5
1084, gender,1,4,-0.25
1085, gender,0,1,0.5
1085, gender,0,2,0.0
1085, gender,0,3,-0.16666666666666663
1085, gender,0,4,-0.25
1085, gender,1,1,-0.5
1085, gender,1,2,0.0
1085, gender,1,3,0.16666666666666669
1085, gender,1,4,0.25
1086, gender,0,1,-0.5
1086, gender,0,2,0.0
1086, gender,0,3,-0.16666666666666663
1086, gender,0,4,0.0
1086, gender,1,1,0.5
1086, gender,1,2,0.0
1086, gender,1,3,0.16666666666666669
1086, gender,1,4,0.0
1087, gender,0,1,0.5
1087, gender,0,2,0.0
1087, gender,0,3,-0.16666666666666663
1087, gender,0,4,0.0
1087, gender,1,1,-0.5
1087, gender,1,2,0.0
1087, gender,1,3,0.16666666666666669
1087, gender,1,4,0.0
1088, gender,0,1,0.5
1088, gender,0,2,0.0
1088, gender,0,3,0.16666666666666669
1088, gender,0,4,0.0
1088, gender,1,1,-0.5
1088, gender,1,2,0.0
1088, gender,1,3,-0.16666666666666663
1088, gender,1,4,0.0
1089, gender,0,1,0.5
1089, gender,0,2,0.0
1089, gender,0,3,-0.16666666666666663
1089, gender,0,4,0.0
1089, gender,1,1,-0.5
1089, gender,1,2,0.0
1089, gender,1,3,0.16666666666666669
1089, gender,1,4,0.0
1090, gender,0,1,-0.5
1090, gender,0,2,0.0
1090, gender,0,3,-0.16666666666666663
1090, gender,0,4,-0.25
1090, gender,1,1,0.5
1090, gender,1,2,0.0
1090, gender,1,3,0.16666666666666669
1090, gender,1,4,0.25
1091, gender,0,1,0.5
1091, gender,0,2,0.0
1091, gender,0,3,-0.16666666666666663
1091, gender,0,4,-0.25
1091, gender,1,1,-0.5
1091, gender,1,2,0.0
1091, gender,1,3,0.16666666666666669
1091, gender,1,4,0.25
1092, gender,0,1,0.5
1092, gender,0,2,0.0
1092, gender,0,3,0.16666666666666669
1092, gender,0,4,0.0
1092, gender,1,1,-0.5
1092, gender,1,2,0.0
1092, gender,1,3,-0.16666666666666663
1092, gender,1,4,0.0
1093, gender,0,1,-0.5
1093, gender,0,2,-0.5
1093, gender,0,3,-0.5
1093, gender,0,4,-0.5
1093, gender,1,1,0.5
1093, gender,1,2,0.5
1093, gender,1,3,0.5
1093, gender,1,4,0.5
1094, gender,0,1,-0.5
1094, gender,0,2,-0.5
1094, gender,0,3,-0.16666666666666663
1094, gender,0,4,-0.25
1094, gender,1,1,0.5
1094, gender,1,2,0.5
1094, gender,1,3,0.16666666666666669
1094, gender,1,4,0.25
1095, gender,0,1,-0.5
1095, gender,0,2,-0.5
1095, gender,0,3,-0.16666666666666663
1095, gender,0,4,-0.25
1095, gender,1,1,0.5
1095, gender,1,2,0.5
1095, gender,1,3,0.16666666666666669
1095, gender,1,4,0.25
1096, gender,0,1,0.5
1096, gender,0,2,0.0
1096, gender,0,3,-0.16666666666666663
1096, gender,0,4,-0.25
1096, gender,1,1,-0.5
1096, gender,1,2,0.0
1096, gender,1,3,0.16666666666666669
1096, gender,1,4,0.25
1097, gender,0,1,0.5
1097, gender,0,2,0.5
1097, gender,0,3,0.16666666666666669
1097, gender,0,4,0.0
1097, gender,1,1,-0.5
1097, gender,1,2,-0.5
1097, gender,1,3,-0.16666666666666663
1097, gender,1,4,0.0
1098, gender,0,1,0.5
1098, gender,0,2,0.0
1098, gender,0,3,-0.16666666666666663
1098, gender,0,4,-0.25
1098, gender,1,1,-0.5
1098, gender,1,2,0.0
1098, gender,1,3,0.16666666666666669
1098, gender,1,4,0.25
1099, gender,0,1,0.5
1099, gender,0,2,0.5
1099, gender,0,3,0.16666666666666669
1099, gender,0,4,0.0
1099, gender,1,1,-0.5
1099, gender,1,2,-0.5
1099, gender,1,3,-0.16666666666666663
1099, gender,1,4,0.0
1100, gender,0,1,0.5
1100, gender,0,2,0.0
1100, gender,0,3,-0.16666666666666663
1100, gender,0,4,-0.25
1100, gender,1,1,-0.5
1100, gender,1,2,0.0
1100, gender,1,3,0.16666666666666669
1100, gender,1,4,0.25
1101, gender,0,1,0.5
1101, gender,0,2,0.0
1101, gender,0,3,-0.16666666666666663
1101, gender,0,4,0.0
1101, gender,1,1,-0.5
1101, gender,1,2,0.0
1101, gender,1,3,0.16666666666666669
1101, gender,1,4,0.0
1102, gender,0,1,0.5
1102, gender,0,2,0.5
1102, gender,0,3,0.5
1102, gender,0,4,0.25
1102, gender,1,1,-0.5
1102, gender,1,2,-0.5
1102, gender,1,3,-0.5
1102, gender,1,4,-0.25
1103, gender,0,1,-0.5
1103, gender,0,2,-0.5
1103, gender,0,3,-0.16666666666666663
1103, gender,0,4,-0.25
1103, gender,1,1,0.5
1103, gender,1,2,0.5
1103, gender,1,3,0.16666666666666669
1103, gender,1,4,0.25
1104, gender,0,1,0.5
1104, gender,0,2,0.5
1104, gender,0,3,0.5
1104, gender,0,4,0.5
1104, gender,1,1,-0.5
1104, gender,1,2,-0.5
1104, gender,1,3,-0.5
1104, gender,1,4,-0.5
1105, gender,0,1,-0.5
1105, gender,0,2,0.0
1105, gender,0,3,-0.16666666666666663
1105, gender,0,4,-0.25
1105, gender,1,1,0.5
1105, gender,1,2,0.0
1105, gender,1,3,0.16666666666666669
1105, gender,1,4,0.25
1106, gender,0,1,-0.5
1106, gender,0,2,-0.5
1106, gender,0,3,-0.5
1106, gender,0,4,-0.5
1106, gender,1,1,0.5
1106, gender,1,2,0.5
1106, gender,1,3,0.5
1106, gender,1,4,0.5
1107, gender,0,1,0.5
1107, gender,0,2,0.0
1107, gender,0,3,-0.16666666666666663
1107, gender,0,4,-0.25
1107, gender,1,1,-0.5
1107, gender,1,2,0.0
1107, gender,1,3,0.16666666666666669
1107, gender,1,4,0.25
1108, gender,0,1,0.5
1108, gender,0,2,0.0
1108, gender,0,3,-0.16666666666666663
1108, gender,0,4,0.0
1108, gender,1,1,-0.5
1108, gender,1,2,0.0
1108, gender,1,3,0.16666666666666669
1108, gender,1,4,0.0
1109, gender,0,1,0.5
1109, gender,0,2,0.5
1109, gender,0,3,0.16666666666666669
1109, gender,0,4,0.0
1109, gender,1,1,-0.5
1109, gender,1,2,-0.5
1109, gender,1,3,-0.16666666666666663
1109, gender,1,4,0.0
1110, gender,0,1,-0.5
1110, gender,0,2,-0.5
1110, gender,0,3,-0.5
1110, gender,0,4,-0.5
1110, gender,1,1,0.5
1110, gender,1,2,0.5
1110, gender,1,3,0.5
1110, gender,1,4,0.5
1111, gender,0,1,0.5
1111, gender,0,2,0.5
1111, gender,0,3,0.16666666666666669
1111, gender,0,4,0.0
1111, gender,1,1,-0.5
1111, gender,1,2,-0.5
1111, gender,1,3,-0.16666666666666663
1111, gender,1,4,0.0
1112, gender,0,1,0.5
1112, gender,0,2,0.0
1112, gender,0,3,-0.16666666666666663
1112, gender,0,4,0.0
1112, gender,1,1,-0.5
1112, gender,1,2,0.0
1112, gender,1,3,0.16666666666666669
1112, gender,1,4,0.0
1113, gender,0,1,-0.5
1113, gender,0,2,-0.5
1113, gender,0,3,-0.5
1113, gender,0,4,-0.5
1113, gender,1,1,0.5
1113, gender,1,2,0.5
1113, gender,1,3,0.5
1113, gender,1,4,0.5
1114, gender,0,1,-0.5
1114, gender,0,2,-0.5
1114, gender,0,3,-0.16666666666666663
1114, gender,0,4,0.0
1114, gender,1,1,0.5
1114, gender,1,2,0.5
1114, gender,1,3,0.16666666666666669
1114, gender,1,4,0.0
1115, gender,0,1,0.5
1115, gender,0,2,0.0
1115, gender,0,3,-0.16666666666666663
1115, gender,0,4,-0.25
1115, gender,1,1,-0.5
1115, gender,1,2,0.0
1115, gender,1,3,0.16666666666666669
1115, gender,1,4,0.25
1116, gender,0,1,-0.5
1116, gender,0,2,-0.5
1116, gender,0,3,-0.5
1116, gender,0,4,-0.25
1116, gender,1,1,0.5
1116, gender,1,2,0.5
1116, gender,1,3,0.5
1116, gender,1,4,0.25
1117, gender,0,1,-0.5
1117, gender,0,2,-0.5
1117, gender,0,3,-0.16666666666666663
1117, gender,0,4,-0.25
1117, gender,1,1,0.5
1117, gender,1,2,0.5
1117, gender,1,3,0.16666666666666669
1117, gender,1,4,0.25
1118, gender,0,1,0.5
1118, gender,0,2,0.0
1118, gender,0,3,-0.16666666666666663
1118, gender,0,4,-0.25
1118, gender,1,1,-0.5
1118, gender,1,2,0.0
1118, gender,1,3,0.16666666666666669
1118, gender,1,4,0.25
1119, gender,0,1,-0.5
1119, gender,0,2,0.0
1119, gender,0,3,-0.16666666666666663
1119, gender,0,4,-0.25
1119, gender,1,1,0.5
1119, gender,1,2,0.0
1119, gender,1,3,0.16666666666666669
1119, gender,1,4,0.25
1120, gender,0,1,0.5
1120, gender,0,2,0.0
1120, gender,0,3,0.16666666666666669
1120, gender,0,4,0.0
1120, gender,1,1,-0.5
1120, gender,1,2,0.0
1120, gender,1,3,-0.16666666666666663
1120, gender,1,4,0.0
1121, gender,0,1,-0.5
1121, gender,0,2,-0.5
1121, gender,0,3,-0.16666666666666663
1121, gender,0,4,-0.25
1121, gender,1,1,0.5
1121, gender,1,2,0.5
1121, gender,1,3,0.16666666666666669
1121, gender,1,4,0.25
1122, gender,0,1,-0.5
1122, gender,0,2,-0.5
1122, gender,0,3,-0.5
1122, gender,0,4,-0.25
1122, gender,1,1,0.5
1122, gender,1,2,0.5
1122, gender,1,3,0.5
1122, gender,1,4,0.25
1123, gender,0,1,-0.5
1123, gender,0,2,-0.5
1123, gender,0,3,-0.5
1123, gender,0,4,-0.25
1123, gender,1,1,0.5
1123, gender,1,2,0.5
1123, gender,1,3,0.5
1123, gender,1,4,0.25
1124, gender,0,1,0.5
1124, gender,0,2,0.0
1124, gender,0,3,-0.16666666666666663
1124, gender,0,4,-0.25
1124, gender,1,1,-0.5
1124, gender,1,2,0.0
1124, gender,1,3,0.16666666666666669
1124, gender,1,4,0.25
1125, gender,0,1,0.5
1125, gender,0,2,0.0
1125, gender,0,3,-0.16666666666666663
1125, gender,0,4,0.0
1125, gender,1,1,-0.5
1125, gender,1,2,0.0
1125, gender,1,3,0.16666666666666669
1125, gender,1,4,0.0
1126, gender,0,1,0.5
1126, gender,0,2,0.0
1126, gender,0,3,-0.16666666666666663
1126, gender,0,4,0.0
1126, gender,1,1,-0.5
1126, gender,1,2,0.0
1126, gender,1,3,0.16666666666666669
1126, gender,1,4,0.0
1127, gender,0,1,-0.5
1127, gender,0,2,-0.5
1127, gender,0,3,-0.5
1127, gender,0,4,-0.5
1127, gender,1,1,0.5
1127, gender,1,2,0.5
1127, gender,1,3,0.5
1127, gender,1,4,0.5
1128, gender,0,1,-0.5
1128, gender,0,2,0.0
1128, gender,0,3,-0.16666666666666663
1128, gender,0,4,-0.25
1128, gender,1,1,0.5
1128, gender,1,2,0.0
1128, gender,1,3,0.16666666666666669
1128, gender,1,4,0.25
1129, gender,0,1,0.5
1129, gender,0,2,0.5
1129, gender,0,3,0.5
1129, gender,0,4,0.5
1129, gender,1,1,-0.5
1129, gender,1,2,-0.5
1129, gender,1,3,-0.5
1129, gender,1,4,-0.5
1130, gender,0,1,-0.5
1130, gender,0,2,-0.5
1130, gender,0,3,-0.16666666666666663
1130, gender,0,4,-0.25
1130, gender,1,1,0.5
1130, gender,1,2,0.5
1130, gender,1,3,0.16666666666666669
1130, gender,1,4,0.25
1131, gender,0,1,-0.5
1131, gender,0,2,0.0
1131, gender,0,3,0.16666666666666669
1131, gender,0,4,0.0
1131, gender,1,1,0.5
1131, gender,1,2,0.0
1131, gender,1,3,-0.16666666666666663
1131, gender,1,4,0.0
1132, gender,0,1,0.5
1132, gender,0,2,0.5
1132, gender,0,3,0.16666666666666669
1132, gender,0,4,0.25
1132, gender,1,1,-0.5
1132, gender,1,2,-0.5
1132, gender,1,3,-0.16666666666666663
1132, gender,1,4,-0.25
1133, gender,0,1,0.5
1133, gender,0,2,0.5
1133, gender,0,3,0.16666666666666669
1133, gender,0,4,0.0
1133, gender,1,1,-0.5
1133, gender,1,2,-0.5
1133, gender,1,3,-0.16666666666666663
1133, gender,1,4,0.0
1134, gender,0,1,0.5
1134, gender,0,2,0.0
1134, gender,0,3,-0.16666666666666663
1134, gender,0,4,0.0
1134, gender,1,1,-0.5
1134, gender,1,2,0.0
1134, gender,1,3,0.16666666666666669
1134, gender,1,4,0.0
1135, gender,0,1,-0.5
1135, gender,0,2,0.0
1135, gender,0,3,-0.16666666666666663
1135, gender,0,4,-0.25
1135, gender,1,1,0.5
1135, gender,1,2,0.0
1135, gender,1,3,0.16666666666666669
1135, gender,1,4,0.25
1136, gender,0,1,-0.5
1136, gender,0,2,0.0
1136, gender,0,3,0.16666666666666669
1136, gender,0,4,0.0
1136, gender,1,1,0.5
1136, gender,1,2,0.0
1136, gender,1,3,-0.16666666666666663
1136, gender,1,4,0.0
1137, gender,0,1,-0.5
1137, gender,0,2,0.0
1137, gender,0,3,0.16666666666666669
1137, gender,0,4,0.0
1137, gender,1,1,0.5
1137, gender,1,2,0.0
